,unique_key,dhn_id,mae,energy_mae,energy_mare_per_loss,cluster
0,31_33_dhn_105,105,0.024685604377781525,46058161.94960277,1.8296977974860762,"[31, 33]"
1,51_57_dhn_105,105,0.016032118405029435,418079621.3932787,9.070720543198426,"[51, 57]"
2,1_2_dhn_105,105,0.02434217646410243,39401028.020351164,1.7756154747442867,"[1, 2]"
3,11_15_dhn_105,105,0.1122634055925919,209991414.38037688,6.449947227250839,"[11, 15]"
4,22_27_dhn_105,105,0.05524419444686309,164013295.28009576,5.43000726891992,"[22, 27]"
5,47_49_dhn_105,105,0.0800079224446363,41074224.59399431,2.5520265451859405,"[47, 49]"
6,1_2_10_dhn_105,105,0.0715685723337071,87303839.09067371,3.822555612548563,"[1, 2, 10]"
7,46_47_49_dhn_105,105,0.0947206065092674,78352129.9689117,3.53734744622686,"[46, 47, 49]"
8,1_2_10_14_dhn_105,105,0.028399816393720384,66262589.96510592,1.566519482589087,"[1, 2, 10, 14]"
9,1_2_10_13_14_dhn_105,105,0.03323208810196916,87482762.80843766,1.7033227963138575,"[1, 2, 10, 13, 14]"
10,3_4_dhn_105,105,0.0415445987988738,20136712.282581408,1.0489460324347566,"[3, 4]"
11,31_32_33_dhn_105,105,0.005953754669124451,7902955.0377263045,0.304060269867248,"[31, 32, 33]"
12,1_2_10_13_14_18_dhn_105,105,0.066470135748696,152384375.8181877,2.9356233814467703,"[1, 2, 10, 13, 14, 18]"
13,25_26_dhn_105,105,0.03990537227163556,634684697.9669195,8.057043439713327,"[25, 26]"
14,22_27_28_dhn_105,105,0.05163165173879304,131898118.15265056,3.2117633720803886,"[22, 27, 28]"
15,44_45_dhn_105,105,0.0935516877040691,197302856.5067297,7.868855759115064,"[44, 45]"
16,24_31_32_33_dhn_105,105,0.0937011418808743,140272696.3262276,3.5130722172822617,"[24, 31, 32, 33]"
17,29_36_dhn_105,105,0.049486217088958506,56766199.60008883,1.5163619077566366,"[29, 36]"
18,37_38_dhn_105,105,0.023822333662077127,269323292.50881606,7.446218089393833,"[37, 38]"
19,16_19_dhn_105,105,0.1158848398677783,74390553.50248767,2.871140472001475,"[16, 19]"
20,20_37_38_dhn_105,105,0.03574483517157344,395317666.29968506,7.297707818195911,"[20, 37, 38]"
21,11_15_16_19_dhn_105,105,0.1089014843500953,133795167.370296,2.9712929642871777,"[11, 15, 16, 19]"
22,24_25_26_31_32_33_dhn_105,105,0.025042362011183362,360803363.03312266,3.4343084603901524,"[24, 25, 26, 31, 32, 33]"
23,41_56_dhn_105,105,0.023419986060911144,289149533.8882805,5.662222487732619,"[41, 56]"
24,20_34_37_38_dhn_105,105,0.044688708621718906,512336419.09490085,6.537504068922234,"[20, 34, 37, 38]"
25,20_24_25_26_31_32_33_34_37_38_dhn_105,105,0.039420603806368096,533853200.31288564,3.334774655341111,"[20, 24, 25, 26, 31, 32, 33, 34, 37, 38]"
26,8_51_57_dhn_105,105,0.029011512593095704,764430717.1189117,9.663696391207608,"[8, 51, 57]"
27,23_35_dhn_105,105,0.03234382345885539,552562382.2272156,7.224017758763295,"[23, 35]"
28,46_47_dhn_105,105,0.055503804832200423,52844040.53787111,2.4023043394248824,"[46, 47]"
29,14_18_dhn_105,105,0.0777259792432406,249742348.55707836,8.752918395429731,"[14, 18]"
30,13_14_18_dhn_105,105,0.04998706404032985,175573899.67891723,4.670352913064676,"[13, 14, 18]"
31,24_31_33_dhn_105,105,0.025260849553405584,51416501.481080696,1.3146663532389804,"[24, 31, 33]"
32,11_15_16_dhn_105,105,0.03287958448765664,50345496.74711475,1.1285160709028994,"[11, 15, 16]"
33,20_23_24_25_26_31_32_33_34_35_37_38_dhn_105,105,0.04722510594902239,667803397.0294752,3.250248041078414,"[20, 23, 24, 25, 26, 31, 32, 33, 34, 35, 37, 38]"
34,24_25_26_31_33_dhn_105,105,0.028284361184854136,422741488.7778403,4.055476416230978,"[24, 25, 26, 31, 33]"
35,24_25_31_33_dhn_105,105,0.02273562092319991,48376004.04839164,0.9892629865474579,"[24, 25, 31, 33]"
36,24_25_31_32_33_dhn_105,105,0.0874689635019393,139019880.18078893,2.796060375972204,"[24, 25, 31, 32, 33]"
37,31_32_dhn_105,105,0.113028171463324,92664951.12202422,6.222656888539272,"[31, 32]"
38,20_24_25_26_31_33_34_37_38_dhn_105,105,0.03207130248316034,451592544.5326352,2.8354275949007173,"[20, 24, 25, 26, 31, 33, 34, 37, 38]"
39,20_23_24_25_26_31_33_34_35_37_38_dhn_105,105,0.04334370106136175,636253269.9609293,3.1090823321237946,"[20, 23, 24, 25, 26, 31, 33, 34, 35, 37, 38]"
